date,lpc,ca,pc,bq,ndp,gpc,oth,institute,sample_size,cpc,polling_method,ppc
2011-04-21,26.1,NA,NA,7.4,23.7,3.5,NA,Nanos Research,NA,37.8,Phone,NA
2011-04-20,21,NA,NA,6,24,4,NA,Ipsos Reid,NA,43,Phone,NA
2011-04-20,23,NA,NA,6,25,6,NA,Forum Research,NA,36,Phone (IVR),NA
2011-04-20,26.7,NA,NA,7.5,22.1,3.4,NA,Nanos Research,NA,39,Phone,NA
2011-04-20,24.7,NA,NA,6.5,24.7,7.8,1.9,EKOS Research Associates,NA,34.4,Phone (IVR),NA
2011-04-19,28.4,NA,NA,7.7,19.8,3.9,NA,Nanos Research,NA,39.1,Phone,NA
2011-04-18,30.2,NA,NA,8.6,17.3,3.1,NA,Nanos Research,NA,39.8,Phone,NA
2011-04-17,28,NA,NA,9,17,6,1,Innovative Research Group,NA,39,Phone,NA
2011-04-17,24,NA,NA,9,22,6,1,Environics,NA,39,Phone,NA
2011-04-17,24.9,NA,NA,7.8,20,8.4,1.5,EKOS Research Associates,NA,37.4,Phone (IVR),NA
2011-04-17,28,NA,NA,8,19,7,NA,Harris-Decima,NA,36,Phone,NA
2011-04-17,29.8,NA,NA,8.6,17.4,3.4,NA,Nanos Research,NA,39.8,Phone,NA
2011-04-17,26,NA,NA,8,22,5,NA,Leger Marketing,NA,38,Online,NA
2011-04-16,25,NA,NA,9,25,5,NA,Angus Reid Public Opinion,NA,36,Online,NA
2011-04-16,28.3,NA,NA,9.6,18.4,3.6,NA,Nanos Research,NA,39,Phone,NA
2011-04-15,29,NA,NA,8,20,5,NA,Abacus Data,NA,37,Online,NA
2011-04-15,28.8,NA,NA,8.5,19.2,3.4,NA,Nanos Research,NA,38.8,Phone,NA
2011-04-14,25,NA,NA,7,22,8,NA,Forum Research,NA,36,Phone,NA
2011-04-14,27.8,NA,NA,7.1,18,9.6,2.1,EKOS Research Associates,NA,35.3,Phone (IVR),NA
2011-04-14,28.8,NA,NA,9,18.6,3.7,NA,Nanos Research,NA,38.7,Phone,NA
2011-04-13,31.1,NA,NA,7.5,18.3,3.1,NA,Nanos Research,NA,38.9,Phone,NA
2011-04-12,28.8,NA,NA,7.8,19.1,9,1.5,EKOS Research Associates,NA,33.8,Phone (IVR),NA
2011-04-12,30.4,NA,NA,9.1,16.3,3.8,NA,Nanos Research,NA,39.9,Phone,NA
2011-04-11,24,NA,NA,8,16,7,NA,COMPAS,NA,45,Phone,NA
2011-04-11,28,NA,NA,9,17,7,NA,Innovative Research Group,NA,39,Online,NA
2011-04-11,31.2,NA,NA,7.8,16.8,4,NA,Nanos Research,NA,39.7,Phone,NA
2011-04-10,28,NA,NA,8,15,8,NA,Harris-Decima,NA,40,Phone,NA
2011-04-10,30.4,NA,NA,7.8,15.2,4.6,NA,Nanos Research,NA,41.2,Phone,NA
2011-04-09,31.6,NA,NA,8.1,14.7,4.8,NA,Nanos Research,NA,39.5,Phone,NA
2011-04-08,25,NA,NA,9,18,9,NA,TNS Canada,NA,36,Phone,NA
2011-04-08,31.7,NA,NA,9.2,13.2,4,NA,Nanos Research,NA,40.5,Phone,NA
2011-04-07,26,NA,NA,9,19,4,NA,Ipsos Reid,NA,41,Phone,NA
2011-04-07,27.7,NA,NA,8.3,16.6,8.5,2.8,EKOS Research Associates,NA,36.2,Phone (IVR),NA
2011-04-07,31.1,NA,NA,8.7,14.7,3.4,NA,Nanos Research,NA,40.6,Phone,NA
2011-04-06,26,NA,NA,8,20,9,NA,Forum Research,NA,38,Phone,NA
2011-04-06,30.4,NA,NA,8.3,17.2,3.2,NA,Nanos Research,NA,39.6,Phone,NA
2011-04-05,25,NA,NA,8,20,8,NA,Environics,NA,38,Phone,NA
2011-04-05,27,NA,NA,8,21,6,NA,Angus Reid Public Opinion,NA,38,Online,NA
2011-04-05,27.8,NA,NA,6.9,16.1,9.3,2.9,EKOS Research Associates,NA,37,Phone (IVR),NA
2011-04-05,29.9,NA,NA,8.3,17.4,3.8,NA,Nanos Research,NA,39.7,Phone,NA
2011-04-04,30.2,NA,NA,8.3,16.5,4,NA,Nanos Research,NA,39.8,Phone,NA
2011-04-03,28,NA,NA,10,17,8,NA,Harris-Decima,NA,35,Phone,NA
2011-04-03,28.4,NA,NA,8,16.4,3.8,NA,Nanos Research,NA,42.3,Phone,NA
2011-04-02,26,NA,NA,10,18,8,NA,Leger Marketing,NA,37,Online,NA
2011-04-02,29.4,NA,NA,8,16.9,4,NA,Nanos Research,NA,40.7,Phone,NA
2011-04-01,30.3,NA,NA,8.5,16,3.7,NA,Nanos Research,NA,41.3,Phone,NA
2011-03-31,26.2,NA,NA,8.5,17.2,8.7,2.5,EKOS Research Associates,NA,36.9,Phone (IVR),NA
2011-03-31,31.7,NA,NA,8.5,16.1,4.4,NA,Nanos Research,NA,39.4,Phone,NA
2011-03-30,32.7,NA,NA,8.7,15.9,3.7,NA,Nanos Research,NA,39.1,Phone,NA
2011-03-29,28.7,NA,NA,9.1,19.6,4.1,NA,Nanos Research,NA,38.4,Phone,NA
2011-03-28,27,NA,NA,9,20,8,NA,Abacus Data,NA,36,Online,NA
2011-03-27,24,NA,NA,10,19,7,NA,Harris-Decima,NA,38,Phone,NA
2011-03-27,24,NA,NA,10,19,6,NA,Forum Research,NA,41,Phone,NA
2015-07-31,29.3,NA,NA,3.3,30.1,5.4,NA,Nanos Research,1000,31.5,telephone – rolling (1/2),NA
2015-07-30,25.8,NA,NA,4.6,33.7,5.6,NA,Innovative Research,2833,29.3,online,NA
2015-07-28,25,NA,NA,4,33,4,NA,Forum Research,1397,33,IVR,NA
2015-07-28,23.4,NA,NA,4.7,33.8,6.1,NA,EKOS,2247,30.1,IVR,NA
2015-07-27,25,NA,NA,5,34,3,NA,Ipsos Reid,1571,33,online,NA
2015-07-21,25,NA,NA,4,27,6,NA,Mainstreet Research,5147,38,IVR,NA
2015-07-20,29,NA,NA,5,34,4,NA,Forum Research,1208,28,IVR,NA
2015-07-17,27,NA,NA,5,31,6,NA,Nanos Research,1000,31,telephone – rolling,NA
2015-07-16,25,NA,NA,5,32,6,NA,Leger Marketing,1545,32,online,NA
2015-07-14,24,NA,NA,5.3,32.6,6.6,NA,EKOS,2538,29.4,IVR,NA
2015-07-13,27,NA,NA,7,34,5,NA,Forum Research,1251,27,IVR,NA
2015-07-07,26,NA,NA,5,32,3,NA,Forum Research,1200,32,IVR,NA
2015-07-06,27,NA,NA,6,32,6,NA,Abacus Data,2000,29,online,NA
2015-06-29,29,NA,NA,6,32,4,NA,Forum Research,1221,27,IVR,NA
2015-06-28,25.6,NA,NA,6.3,30.9,6.6,NA,EKOS,1752,27.3,IVR,NA
2015-06-23,28,NA,NA,5,36,2,NA,Forum Research,1268,28,IVR,NA
2015-06-23,29,NA,NA,6,35,2,NA,Ipsos Reid,2003,28,online,NA
2015-06-18,28,NA,NA,6,30,7,NA,Environics,2003,28,telephone,NA
2015-06-16,28,NA,NA,7,34,5,NA,Forum Research,1281,26,IVR,NA
2015-06-16,25,NA,NA,5.9,30.2,7.1,NA,EKOS,3834,29.4,IVR,NA
2015-06-09,23.3,NA,NA,5.1,33.6,7.3,NA,EKOS,2491,26.9,IVR,NA
2015-06-07,23,NA,NA,5,36,5,NA,Angus Reid,6005,31,online,NA
2015-06-05,32,NA,NA,3,28,5,NA,Forum Research,1156,31,IVR,NA
2015-06-02,23.9,NA,NA,4.8,31.3,7.4,NA,EKOS,2204,29.2,IVR,NA
2015-05-31,28,NA,NA,4,28,7,NA,Abacus Data,1500,31,online,NA
2015-05-29,31,NA,NA,4,30,4,NA,Ipsos Reid,1003,31,online,NA
2015-05-29,29,NA,NA,4,30,5,NA,Nanos Research,1000,32,telephone – rolling (1/2),NA
2015-05-26,26.8,NA,NA,4.1,28.9,7.8,NA,EKOS,2934,29.5,IVR,NA
2015-05-19,26.1,NA,NA,5.4,29.6,7.6,NA,EKOS,2675,28.1,IVR,NA
2015-05-14,31.3,NA,NA,3.6,25.2,5.3,NA,Nanos Research,1000,32.9,telephone – rolling,NA
2015-05-13,31,NA,NA,3,30,4,NA,Forum Research,1286,31,IVR,NA
2015-05-12,27,NA,NA,4.1,29.1,8,NA,EKOS,2177,30,IVR,NA
2015-05-05,29.6,NA,NA,4.2,24.2,7.3,NA,EKOS,3017,30.3,IVR,NA
2015-04-30,34,NA,NA,4,21,7,NA,Leger Marketing,1488,33,online,NA
2015-04-28,28.7,NA,NA,4.1,21.9,9.9,NA,EKOS,3757,32.4,IVR,NA
2015-04-24,28,NA,NA,5,24,6,NA,Abacus Data,1500,36,online,NA
2015-04-22,31,NA,NA,5,23,6,NA,Forum Research,977,35,IVR,NA
2015-04-21,27.6,NA,NA,4.9,23.5,7.5,NA,EKOS,3850,31.8,IVR,NA
2015-04-17,34,NA,NA,4,25,8,NA,Nanos Research,1000,29,telephone – rolling,NA
2015-04-16,35,NA,NA,3,22,6,NA,Forum Research,1365,33,IVR,NA
2015-04-14,28.5,NA,NA,4.9,22.7,8,NA,EKOS,3399,32.2,IVR,NA
2015-04-07,33,NA,NA,4,25,3,NA,Ipsos Reid,1001,35,online,NA
2015-04-07,30.1,NA,NA,4.2,22.9,9.2,NA,EKOS,3306,28.7,IVR,NA
2015-03-31,34,NA,NA,5,23,5,NA,Forum Research,1239,31,IVR,NA
2015-03-31,27.6,NA,NA,5.2,22.6,9.6,NA,EKOS,3901,31.9,IVR,NA
2015-03-30,31.4,NA,NA,5.9,18.7,8.7,NA,Oraclepoll Research,3040,35.3,telephone,NA
2015-03-24,28.5,NA,NA,4.7,23.2,8.7,NA,EKOS,4311,31.8,IVR,NA
2015-03-22,33,NA,NA,4,23,6,NA,Abacus Data,1000,32,online,NA
2015-03-18,35,NA,NA,4,20,6,NA,Leger Marketing,1511,34,online,NA
2015-03-17,32.1,NA,NA,4.8,21.2,7.9,NA,EKOS,3832,30.2,IVR,NA
2015-03-14,36,NA,NA,4,21,6,NA,Forum Research,1370,32,IVR,NA
2015-03-10,30.5,NA,NA,4.8,19.7,8.8,NA,EKOS,2950,32.9,IVR,NA
2015-03-03,31.3,NA,NA,4.6,19.9,9,NA,EKOS,3241,32.2,IVR,NA
2015-02-27,34,NA,NA,5,23,5,NA,Nanos Research,1000,33,telephone – rolling,NA
2015-02-24,31.9,NA,NA,4.5,22.1,7.5,NA,EKOS,3607,31.1,IVR,NA
2015-02-23,34,NA,NA,6,23,3,NA,Ipsos Reid,2650,33,online,NA
2015-02-17,31.6,NA,NA,5.4,19.1,8,NA,EKOS,3386,32.3,IVR,NA
2015-02-16,34,NA,NA,4,21,4,NA,Abacus Data,1460,35,online,NA
2015-02-10,39,NA,NA,4,17,5,NA,Forum Research,1018,32,IVR,NA
2015-02-10,33.8,NA,NA,4.2,18.9,8.5,NA,EKOS,3005,32,IVR,NA
2015-02-03,32.2,NA,NA,3.8,17.9,8,NA,EKOS,2974,35,IVR,NA
2015-02-02,35,NA,NA,5,20,6,NA,Leger Marketing,1507,32,online,NA
2015-01-28,34,NA,NA,5,20,6,NA,Forum Research,1382,35,IVR,NA
2015-01-28,32,NA,NA,4,24,5,NA,Abacus Data,1005,33,online,NA
2015-01-13,33.1,NA,NA,4.4,19.1,8.9,NA,EKOS,4412,31,IVR,NA
2015-01-11,31,NA,NA,6,24,4,NA,Ipsos Reid,1915,35,online,NA
2015-01-06,37,NA,NA,4,20,5,NA,Forum Research,1741,33,IVR,NA
2014-12-20,33,NA,NA,4,22,6,NA,Abacus Data,1438,34,online,NA
2014-12-18,33.8,NA,NA,5.3,20.2,7.7,NA,EKOS,2183,29.8,IVR,NA
2014-12-13,34,NA,NA,4,22,5,NA,Angus Reid,6325,34,online,NA
2014-12-12,31.8,NA,NA,5,20,7.8,NA,EKOS,3276,30.8,IVR,NA
2014-12-11,41,NA,NA,3,17,5,NA,Forum Research,1658,33,IVR,NA
2014-12-11,38,NA,NA,4,19,6,NA,Leger Marketing,1521,32,online,NA
2014-12-01,34,NA,NA,5,24,4,NA,Ipsos Reid,8268,33,online,NA
2014-11-20,36,NA,NA,4,18,8,NA,Forum Research,1500,33,IVR,NA
2014-11-06,33.5,NA,NA,3.5,20.5,9.7,NA,EKOS,1561,30.2,IVR,NA
2014-11-06,36,NA,NA,3,19,7,NA,Leger Marketing,1493,33,online,NA
2014-11-04,35,NA,NA,4,24,6,NA,Abacus Data,1850,30,online,NA
2014-10-29,33.4,NA,NA,5.5,21.4,8.2,NA,EKOS,1628,27.8,IVR,NA
2014-10-17,32,NA,NA,4,25,8,NA,Abacus Data,1248,30,online,NA
2014-10-16,37,NA,NA,4,21,5,NA,Leger Marketing,1524,32,online,NA
2014-10-15,38.5,NA,NA,3.1,25,5.7,NA,EKOS,1671,26.4,telephone/online,NA
2014-10-05,38,NA,NA,4,19,4,NA,Forum Research,1504,34,IVR,NA
2014-09-25,38.3,NA,NA,4,24.4,7.7,NA,EKOS,1549,24.9,telephone/online,NA
2014-09-19,36,NA,NA,4,22,6,NA,Angus Reid,1502,30,online,NA
2014-09-14,38,NA,NA,3,23,5,NA,Abacus Data,1075,30,online,NA
2014-09-12,38,NA,NA,5,23,3,NA,Ipsos Reid,1605,31,online,NA
2014-09-05,40,NA,NA,4,18,3,NA,Forum Research,1267,34,IVR,NA
2014-08-19,41,NA,NA,5,17,5,NA,Forum Research,1798,32,IVR,NA
2014-08-18,35,NA,NA,5,22,7,NA,Abacus Data,1614,29,online,NA
2014-08-17,38,NA,NA,3,24,3,NA,Ipsos Reid,1012,31,online,NA
2014-07-23,38.7,NA,NA,3.7,23.4,7.1,NA,EKOS,2620,25.6,telephone/online,NA
2014-07-18,44,NA,NA,5,18,3,NA,Forum Research,1624,28,IVR,NA
2014-07-03,34,NA,NA,5,23,6,NA,Abacus Data,2000,31,online,NA
2014-06-17,39,NA,NA,4,19,5,NA,Forum Research,1683,31,IVR,NA
2014-06-12,30,NA,NA,5,27,6,NA,Angus Reid,6264,31,online,NA
2014-05-23,30,NA,NA,5,25,7,NA,Angus Reid,1503,31,online,NA
2014-05-23,36,NA,NA,6,23,5,NA,Forum Research,1694,30,IVR,NA
2014-05-01,34.9,NA,NA,5.3,21.4,8.2,NA,EKOS,3677,27.6,IVR,NA
2014-04-29,39,NA,NA,6,20,4,NA,Forum Research,1572,30,IVR,NA
2014-04-22,33,NA,NA,6,24,4,NA,Ipsos Reid,1014,33,online,NA
2014-04-15,30,NA,NA,5,26,6,NA,Angus Reid,1505,32,online,NA
2014-04-03,35.8,NA,NA,4.8,21.8,8.1,NA,EKOS,4134,26.7,IVR,NA
2014-03-28,39,NA,NA,5,22,3,NA,Forum Research,1764,29,IVR,NA
2014-03-09,33,NA,NA,5,27,6,NA,Angus Reid,6445,28,online,NA
2014-03-05,34,NA,NA,8,23,6,NA,Abacus Data,1249,28,online,NA
2014-02-19,39,NA,NA,6,21,4,NA,Forum Research,1824,29,IVR,NA
2014-02-18,37,NA,NA,5,24,5,NA,Ipsos Reid,1034,29,online,NA
2014-02-16,33,NA,NA,5,26,6,NA,Angus Reid,1514,28,online,NA
2014-02-15,34,NA,NA,6.4,23.2,5.3,NA,Nanos Research,1000,28.7,telephone,NA
2014-02-04,33,NA,NA,7,27,4,NA,Ipsos Reid,1001,29,online,NA
2014-01-27,33.2,NA,NA,4.5,24.3,6.2,NA,EKOS,1501,29.7,telephone/online,NA
2014-01-25,38,NA,NA,5,24,4,NA,Forum Research,1228,28,IVR,NA
2014-01-18,34,NA,NA,5,24,7,NA,Abacus Data,1996,28,online,NA
2014-01-17,37,NA,NA,5,25,4,NA,Forum Research,1779,28,IVR,NA
2013-12-15,32.1,NA,NA,6.3,22.9,9.3,NA,EKOS,3468,26.2,IVR,NA
2013-12-13,38,NA,NA,5,21,3,NA,Forum Research,1634,32,IVR,NA
2013-11-27,35,NA,NA,6,26,3,NA,Ipsos Reid,1014,29,online,NA
2013-11-25,36,NA,NA,7,23,7,NA,Harris-Decima,2034,26,telephone,NA
2013-11-13,38,NA,NA,6,22,4,NA,Forum Research,1834,29,IVR,NA
2013-10-29,37.4,NA,NA,5.2,24.9,5.2,NA,EKOS,1377,26.4,telephone/online,NA
2013-10-28,31,NA,NA,6,31,2,NA,Ipsos Reid,1102,30,online,NA
2013-10-23,40,NA,NA,6,20,5,NA,Forum Research,1007,28,IVR,NA
2013-10-22,39,NA,NA,7,19,5,NA,Forum Research,1859,30,IVR,NA
2013-10-22,32,NA,NA,5,23,7,NA,Abacus Data,1459,32,online,NA
2013-10-20,33,NA,NA,6,27,2,NA,Ipsos Reid,1042,31,online,NA
2013-10-18,37,NA,NA,5,23,5,NA,Nanos Research,1000,29,telephone,NA
2013-10-14,36.3,NA,NA,5,24.9,6.5,NA,EKOS,1554,26.1,telephone/online,NA
2013-09-20,31,NA,NA,7,26,3,NA,Ipsos Reid,1035,32,online,NA
2013-09-17,36,NA,NA,7,21,4,NA,Forum Research,1527,31,IVR,NA
2013-09-09,33,NA,NA,6,24,6,NA,Harris-Decima,2020,29,telephone,NA
2013-09-04,29,NA,NA,8,27,4,NA,Abacus Data,1600,30,online,NA
2013-08-31,33,NA,NA,5,25,5,NA,Nanos Research,1000,30,telephone,NA
2013-08-23,38,NA,NA,6,22,4,NA,Forum Research,1189,29,IVR,NA
2013-08-22,35.7,NA,NA,3.9,24.8,5.5,NA,Nanos Research,1000,29.7,telephone/online,NA
2013-08-19,35.3,NA,NA,2.5,22.8,5.9,NA,Nanos Research,2000,31.9,telephone,NA
2013-07-23,35,NA,NA,7,22,4,NA,Forum Research,1782,31,IVR,NA
2013-07-09,30.4,NA,NA,6.3,23.4,8.5,NA,EKOS,2900,28.4,IVR,NA
2013-06-30,34,NA,NA,6,24,6,NA,Environics,2149,28,telephone,NA
2013-06-25,33,NA,NA,6,28,4,NA,Ipsos Reid,1177,30,online,NA
2013-06-23,29,NA,NA,6,26,10,NA,Abacus Data,999,27,online,NA
2013-06-19,37,NA,NA,4,21,8,NA,Leger Marketing,1503,29,online,NA
2013-06-19,34.2,NA,NA,3.7,25.3,6.4,NA,Nanos Research,1000,29.4,telephone/online,NA
2013-06-18,38,NA,NA,6,20,4,NA,Forum Research,1525,30,IVR,NA
2013-05-28,36,NA,NA,4,27,4,NA,Ipsos Reid,1009,30,online,NA
2013-05-26,34.7,NA,NA,5.4,20.9,9.2,NA,EKOS,3318,26.3,IVR,NA
2013-05-22,44,NA,NA,4,20,3,NA,Forum Research,1779,27,IVR,NA
2013-05-02,38.6,NA,NA,4.2,23.9,6.3,NA,EKOS,1309,26.2,telephone/online,NA
2013-04-30,35,NA,NA,5,25,3,NA,Ipsos Reid,1059,32,online,NA
2013-04-28,35,NA,NA,6,22,7,NA,Harris-Decima,2008,28,telephone,NA
2013-04-15,43,NA,NA,5,19,2,NA,Forum Research,1764,30,IVR,NA
2013-04-10,29.1,NA,NA,6.4,23.3,9,NA,EKOS,4568,28.8,IVR,NA
2013-04-08,35.4,NA,NA,4.8,23.6,4.2,NA,Nanos Research,1002,31.3,telephone/online,NA
2013-04-06,27,NA,NA,5,27,7,NA,Abacus Data,1511,33,online,NA
2013-04-03,32,NA,NA,6,27,4,NA,Ipsos Reid,1053,31,NA,NA
2013-04-02,33,NA,NA,5,25,6,NA,Forum Research,1310,29,IVR,NA
2013-03-28,30,NA,NA,7,24,7,NA,Leger Marketing,1511,31,online,NA
2013-03-21,24,NA,NA,5,31,8,NA,Abacus Data,1014,32,online,NA
2013-03-07,30,NA,NA,6,27,5,NA,Forum Research,1755,31,IVR,NA
2013-02-24,29.1,NA,NA,5.2,27.2,5.9,NA,Nanos Research,1000,31.5,telephone,NA
2013-02-10,24.6,NA,NA,7.2,26.3,9.5,NA,EKOS,5947,29.3,IVR,NA
2013-02-06,30,NA,NA,6,26,4,NA,Forum Research,1091,32,IVR,NA
2013-02-06,21,NA,NA,6,31,6,NA,Abacus Data,1832,35,online,NA
2013-01-31,27.6,NA,NA,4.6,27.1,4.7,NA,Nanos Research,1000,34.3,telephone,NA
2013-01-17,25,NA,NA,7,28,4,NA,Forum Research,1626,36,IVR,NA
2013-01-17,22,NA,NA,6,29,6,NA,Angus Reid,2028,35,online,NA
2013-01-03,19,NA,NA,6,33,6,NA,Angus Reid,1012,35,online,NA
2012-12-18,27,NA,NA,6,28,6,NA,Forum Research,1355,31,IVR,NA
2012-12-08,22,NA,NA,6,32,6,NA,Abacus Data,1505,34,online,NA
2012-12-06,18,NA,NA,7,30,9,NA,Leger Marketing,1500,35,online,NA
2012-12-03,24.4,NA,NA,6.7,25.8,8.4,NA,EKOS,5433,31.9,IVR,NA
2012-11-19,28,NA,NA,6,28,4,NA,Forum Research,1849,33,IVR,NA
2012-11-15,29,NA,NA,4.9,27.2,3.7,NA,Nanos Research,1004,33.8,telephone,NA
2012-11-11,22,NA,NA,7,29,6,NA,Abacus Data,1068,36,online,NA
2012-11-08,26,NA,NA,7,30,2,NA,Ipsos Reid,2009,34,telephone/online,NA
2012-10-27,27,NA,NA,6,32,4,NA,Forum Research,1735,31,IVR,NA
2012-10-11,30.1,NA,NA,4.7,27.9,2.9,NA,Nanos Research,1000,33.3,telephone,NA
2012-09-26,25,NA,NA,6,30,3,NA,Forum Research,1707,35,IVR,NA
2012-09-23,20,NA,NA,9,35,5,NA,Environics,2000,31,telephone,NA
2012-09-18,17,NA,NA,7,35,6,NA,Abacus Data,1208,35,online,NA
2012-09-10,24,NA,NA,6,27,7,NA,Harris-Decima,2007,34,telephone,NA
2012-09-09,24.6,NA,NA,5.8,30.4,5,NA,Nanos Research,1000,32.4,telephone,NA
2012-08-22,22,NA,NA,6,34,4,NA,Forum Research,1720,34,IVR,NA
2012-08-12,20,NA,NA,6,32,6,NA,Abacus Data,2099,37,online,NA
2012-07-26,22,NA,NA,6,35,5,NA,Forum Research,1639,31,IVR,NA
2012-07-12,26.5,NA,NA,4.4,30.3,4.2,NA,Nanos Research,1200,33.6,telephone,NA
2012-07-05,19.5,NA,NA,4.9,32.3,10,NA,EKOS,2098,30.2,IVR,NA
2012-06-27,19,NA,NA,6,35,3,NA,Forum Research,1165,35,IVR,NA
2012-06-26,19.2,NA,NA,6.5,32.4,9.5,NA,EKOS,2049,29.3,IVR,NA
2012-06-23,20,NA,NA,5,35,6,NA,Abacus Data,1008,35,online,NA
2012-06-23,19,NA,NA,7,35,5,NA,Environics,2093,33,telephone,NA
2012-06-21,18,NA,NA,6,38,4,NA,Ipsos Reid,1099,35,online,NA
2012-06-18,23,NA,NA,5,32,7,NA,Harris-Decima,2000,31,telephone,NA
2012-06-16,19,NA,NA,6,35,5,NA,Angus Reid,1500,34,online,NA
2012-06-14,22,NA,NA,6,37,5,NA,Forum Research,1529,30,IVR,NA
2012-05-31,24.9,NA,NA,3.4,33.6,2.4,NA,Nanos Research,1201,33.5,telephone,NA
2012-05-23,20,NA,NA,5,36,6,NA,Forum Research,1836,32,IVR,NA
2012-05-23,18,NA,NA,7,33,4,NA,Angus Reid,1014,37,online,NA
2012-05-16,17,NA,NA,6,35,5,NA,Abacus Data,1008,37,online,NA
2012-05-10,19,NA,NA,5,35,3,NA,Ipsos Reid,2061,37,telephone/online,NA
2012-05-09,19,NA,NA,6,36,7,NA,Environics,1000,32,telephone,NA
2012-05-06,20,NA,NA,7,34,8,NA,Harris-Decima,2018,30,telephone,NA
2012-04-30,20,NA,NA,7,33,8,NA,Harris-Decima,1006,30,telephone,NA
2012-04-25,22,NA,NA,6,36,2,NA,Forum Research,1744,33,IVR,NA
2012-04-18,23.3,NA,NA,3.9,32.4,4.2,NA,Nanos Research,1200,34.7,telephone,NA
2012-04-05,21,NA,NA,7,33,4,NA,Ipsos Reid,1008,34,telephone,NA
2012-04-04,19,NA,NA,7,33,8,NA,Leger Marketing,1506,32,online,NA
2012-04-02,19,NA,NA,6,32,8,NA,Harris-Decima,2003,34,telephone,NA
2012-03-30,19,NA,NA,5,34,5,NA,Forum Research,1675,36,IVR,NA
2012-03-27,19,NA,NA,7,35,3,NA,Forum Research,1638,35,IVR,NA
2012-03-21,21,NA,NA,8,29,4,NA,Angus Reid,1004,37,online,NA
2012-03-21,24,NA,NA,6,25,7,NA,Innovative Research,1193,37,online,NA
2012-03-19,24,NA,NA,8,28,7,NA,Harris-Decima,2005,31,telephone,NA
2012-03-18,20,NA,NA,8,30,7,NA,Environics,2000,30,telephone,NA
2012-03-13,20,NA,NA,8,28,7,NA,Abacus Data,1003,37,online,NA
2012-03-11,19.6,NA,NA,5.8,29.7,8.1,NA,EKOS,2011,35.4,telephone/online,NA
2012-03-08,23,NA,NA,7,29,4,NA,Ipsos Reid,3154,37,telephone/online,NA
2012-03-05,24,NA,NA,8,26,7,NA,Leger Marketing,2509,34,online,NA
2012-03-03,25,NA,NA,5,28,4,NA,Forum Research,1675,37,IVR,NA
2012-02-29,29.5,NA,NA,4.9,25,3.4,NA,Nanos Research,1203,35.7,telephone,NA
2012-02-28,21.7,NA,NA,6,29.2,8.3,NA,EKOS,3699,31.5,IVR,NA
2012-02-06,26,NA,NA,6,28,3,NA,Forum Research,1210,36,IVR,NA
2012-01-23,27.6,NA,NA,5.6,25.2,4.5,NA,Nanos Research,1201,35.7,telephone,NA
2012-01-22,25,NA,NA,5,29,7,NA,Harris-Decima,2000,32,telephone,NA
2012-01-21,22,NA,NA,6,28,5,NA,Angus Reid,1000,39,online,NA
2012-01-19,21,NA,NA,6,28,7,NA,Abacus Data,1000,37,online,NA
2012-01-13,25,NA,NA,6,28,4,NA,Forum Research,1211,35,IVR,NA
2011-12-21,24.8,NA,NA,6.7,29.5,6.1,NA,EKOS,2005,31.4,telephone/online,NA
2011-12-18,25.6,NA,NA,4.4,28.7,3.8,NA,Nanos Research,1201,36.5,telephone,NA
2011-12-13,21,NA,NA,6,27,8,NA,Forum Research,1160,33,IVR,NA
2011-12-12,22,NA,NA,6,28,7,NA,Harris-Decima,2005,34,telephone,NA
2011-12-04,18,NA,NA,6,31,5,NA,Abacus Data,1004,40,online,NA
2011-11-21,28.1,NA,NA,3.9,27.3,3.9,NA,Nanos Research,1202,35.6,telephone,NA
2011-11-09,21,NA,NA,6,31,3,NA,Ipsos Reid,NA,37,NA,NA
2011-11-06,22,NA,NA,5,29,7,NA,Harris-Decima,2000,36,telephone,NA
2011-10-24,23.4,NA,NA,3.6,30,3.8,NA,Nanos Research,1202,37.7,telephone,NA
2011-10-02,24.5,NA,NA,3.5,29,2.9,NA,Nanos Research,1209,39,telephone,NA
2011-09-21,21,NA,NA,5,29,4,NA,Angus Reid,1668,39,online,NA
2011-09-15,17,NA,NA,5,33,6,NA,Leger Marketing,1625,39,online,NA
2011-09-01,20.7,NA,NA,2.6,33.1,3.4,NA,Nanos Research,1210,39.5,telephone,NA
2011-08-29,21,NA,NA,6,33,7,NA,Harris-Decima,2026,33,telephone,NA
2011-08-15,19,NA,NA,5,32,6,NA,Abacus Data,1003,38,online,NA
2011-08-09,19,NA,NA,6,31,4,NA,Angus Reid,1005,39,online,NA
2011-08-02,27,NA,NA,4.4,26.8,4.5,NA,Nanos Research,1203,36.2,telephone,NA
2011-06-24,17,NA,NA,6,32,5,NA,Abacus Data,1005,41,online,NA
2011-06-19,22.3,NA,NA,3.4,28,3.7,NA,Nanos Research,1211,41.8,telephone,NA
2011-05-29,21.5,NA,NA,2.7,29.9,4.8,NA,Nanos Research,1205,39.7,telephone,NA
2011-05-22,15,NA,NA,5,33,7,NA,Harris-Decima,2000,38,telephone,NA
2011-05-19,16,NA,NA,6,33,5,NA,Abacus Data,1544,40,online,NA
2015-10-18,39.1,NA,NA,5.5,19.7,4.6,NA,Nanos Research,800,30.5,telephone,NA
2015-10-18,40,NA,NA,6,20,3,NA,Forum Research,1373,30,IVR,NA
